,scraped_city,facility,operator,street,zip_code,city_in_desc,avg_home_price_usd,avg_electricity_cost_usd_per_kwh,avg_water_cost_usd_monthly,facility_count,avg_electricity_cost_usd_per_kwh_score,avg_home_price_usd_score,avg_water_cost_usd_monthly_score,avg_electricity_cost_usd_per_kwh_z_score,avg_home_price_usd_z_score,avg_water_cost_usd_monthly_z_score,index_score
291,Chicago,CyrusOne CHI3 - Building 1,CyrusOne Data Centers,2725 Bilter Rd,60502,Aurora,371000,0.14,72.6,8,2,2,5,-0.533691266,-0.567754918,-0.007697075,4.25
292,Chicago,427 LaSalle,CoreSite,427 South LaSalle Street,60605,Chicago,409000,0.151,60.9,8,4,4,1,-0.356542351,-0.427203744,-0.851418813,4.25
293,Chicago,CyrusOne CHI3 - Building 2,CyrusOne Data Centers,2725 Bilter Rd,60502,Aurora,371000,0.14,72.6,8,2,2,5,-0.533691266,-0.567754918,-0.007697075,4.25
294,Chicago,Sinch Data Center,Sinch,717 S Wells St,60607,Chicago,402000,0.155,69.6,9,5,3,4,-0.292124564,-0.45309475,-0.224035982,5.25
295,Chicago,Lumen 350 E Cermak,Lumen,350 E Cermark Road,60616,Chicago,473000,0.155,72.8,15,5,7,5,-0.292124564,-0.190485976,0.006725518,8
296,Chicago,Lumen Chicago,Lumen,111 N Canal St,60606,Chicago,337000,0.154,75.6,6,5,0,6,-0.308229011,-0.693511232,0.2086418317631495,4.25
297,Chicago,Synoptek - Chicago Data Center,Synoptek,350 East Cermak Road,60616,Chicago,473000,0.155,72.8,15,5,7,5,-0.292124564,-0.190485976,0.006725518,8
298,Chicago,360 East 22nd Street,360E 22nd LLC,360 East 22nd Street,60148,Lombard,434000,0.153,71,8,4,5,5,-0.324333458,-0.334735866,-0.123077826,5.5
299,Chicago,NaviSite Chicago,"NaviSite, Inc.",725 S Wells,60610,Chicago,316000,0.154,62.2,3,5,0,2,-0.308229011,-0.77118425,-0.757671953,2.5
300,Chicago,Meta DeKalb - Building 6,Meta,1550 Metaverse Wy,60115,DeKalb,385000,0.141,63.7,8,2,2,2,-0.517586819,-0.515972907,-0.6495025,3.5
301,Chicago,Lumen Broadview 1,Lumen,2101 Roberts Drive,60155,Broadview,405000,0.148,74.1,1,4,4,6,-0.404855691,-0.441998604,0.10047237821969159,3.75
302,Chicago,Meta DeKalb - Building 2,Meta,2050 Metaverse Wy,60115,DeKalb,385000,0.141,63.7,8,2,2,2,-0.517586819,-0.515972907,-0.6495025,3.5
303,Chicago,Lumen Chicago 4,Lumen,600 West Chicago Ave.,60610,Chicago,316000,0.154,62.2,3,5,0,2,-0.308229011,-0.77118425,-0.757671953,2.5
304,Chicago,Meta DeKalb - Building 3,Meta,1750 Metaverse Wy,60115,DeKalb,385000,0.141,63.7,8,2,2,2,-0.517586819,-0.515972907,-0.6495025,3.5
305,Chicago,Meta DeKalb - Building 4,Meta,1750 Metaverse Wy,60115,DeKalb,385000,0.141,63.7,8,2,2,2,-0.517586819,-0.515972907,-0.6495025,3.5
306,Chicago,Meta DeKalb - Building 1,Meta,2050 Metaverse Wy,60115,DeKalb,385000,0.141,63.7,8,2,2,2,-0.517586819,-0.515972907,-0.6495025,3.5
307,Chicago,Lumen Arlington Heights 1,Lumen,"1305 E. Algonquin Avenue,",60005,Arlington Heights,385000,0.158,71,2,6,2,5,-0.243811224,-0.515972907,-0.123077826,3.75
308,Chicago,Meta DeKalb - Building 5,Meta,1550 Metaverse Wy,60115,DeKalb,385000,0.141,63.7,8,2,2,2,-0.517586819,-0.515972907,-0.6495025,3.5
309,Chicago,Lumen Chicago 5,Lumen,600 S. Federal,60605,Chicago,409000,0.151,60.9,8,4,4,1,-0.356542351,-0.427203744,-0.851418813,4.25
310,Chicago,DLS Internet 216 Jackson,DLS Internet Services,216 West Jackson Blvd,60606,Chicago,337000,0.154,75.6,6,5,0,6,-0.308229011,-0.693511232,0.2086418317631495,4.25
311,Chicago,Hostway Boeing Data Center,"Hostway Services, Inc",100 North Riverside Plaza,60606,Chicago,337000,0.154,75.6,6,5,0,6,-0.308229011,-0.693511232,0.2086418317631495,4.25
312,Chicago,CBTS Lombard Data Center II,CBTS,564 Winter Lane,60148,Lombard,434000,0.153,71,8,4,5,5,-0.324333458,-0.334735866,-0.123077826,5.5
313,Chicago,Lumen Chicago 2,Lumen,900 N. Kingsbury Street,60610,Chicago,316000,0.154,62.2,3,5,0,2,-0.308229011,-0.77118425,-0.757671953,2.5
314,Houston,TRG Houston One HOU1,TRG Datacenters,2626 Spring Cypress Road,77388,Spring,316000,0.142,61.7,3,3,0,2,-0.501482372,-0.77118425,-0.793728438,2
315,Houston,TRG Houston Two HOU2,TRG Datacenters,2626 Spring Cypress Rd,77388,Spring,316000,0.142,61.7,3,3,0,2,-0.501482372,-0.77118425,-0.793728438,2
316,Houston,TRG Houston Campus,TRG Datacenters,2626 Spring Cypress Rd,77388,Spring,316000,0.142,61.7,3,3,0,2,-0.501482372,-0.77118425,-0.793728438,2
317,Houston,12235 North Fwy (IAH14),Digital Realty,12235 North Fwy,77060,Houston,391000,0.135,56.7,7,2,3,0,-0.6142135,-0.493780616,-1.154293283,3
318,Houston,12231 North Fwy (IAH13),Digital Realty,12231 North Fwy,77060,Houston,391000,0.135,56.7,7,2,3,0,-0.6142135,-0.493780616,-1.154293283,3
319,Houston,12061 North Freeway (IAH11),Digital Realty,12061 North Freeway,77060,Houston,391000,0.135,56.7,7,2,3,0,-0.6142135,-0.493780616,-1.154293283,3
320,Houston,12001 North Fwy (IAH10),Digital Realty,12001 North Fwy,77060,Houston,391000,0.135,56.7,7,2,3,0,-0.6142135,-0.493780616,-1.154293283,3
321,Houston,Digital Houston Campus,Digital Realty,12001-12245 North Fwy,77060,Houston,391000,0.135,56.7,7,2,3,0,-0.6142135,-0.493780616,-1.154293283,3
322,Houston,Skybox Houston One,Skybox Datacenters,22000 Franz Road,77449,Houston,363000,0.125,60.8,3,0,1,1,-0.775257967,-0.597344639,-0.85863011,1.25
323,Houston,EdgeConneX Houston,EdgeConneX,1510 Prime West Parkway,77449,Katy,363000,0.125,60.8,3,0,1,1,-0.775257967,-0.597344639,-0.85863011,1.25
324,Houston,Netrality - 1301 Fannin,Netrality,1301 Fannin Street,77002,Houston,386000,0.121,53.5,10,0,2,0,-0.839675754,-0.512274192,-1.385054784,3
325,Houston,1001 Texas Data Center,1001 Texas Data Center,1001 Texas Ave,77002,Houston,386000,0.121,53.5,10,0,2,0,-0.839675754,-0.512274192,-1.385054784,3
326,Houston,Stream DC Houston I - The Woodlands,Stream Data Centers,4001 Technology Forest Blvd,77381,The Woodlands,336000,0.142,64.6,1,3,0,3,-0.501482372,-0.697209947,-0.584600828,1.75
327,Houston,Lighthouse Data Center,PS Lightwave,3960 Braxton Dr,77063,Houston,331000,0.126,69.4,1,0,0,4,-0.75915352,-0.715703523,-0.238458576,1.25
328,Houston,Data Foundry- Houston 2,Data Foundry,660 Greens Pkwy,77067,Houston,385000,0.121,61.8,3,0,2,2,-0.839675754,-0.515972907,-0.786517141,1.75
329,Houston,DataBank HOU5 - Houston Galleria,DataBank,4201 Southwest Freeway,77027,Houston,353000,0.126,59,2,0,1,1,-0.75915352,-0.63433179,-0.988433454,1
330,Houston,DataBank HOU1 - Westway Park I,DataBank,5150 Westway Park Blvd,77041,Houston,369000,0.124,59.7,5,0,2,1,-0.791362414,-0.575152349,-0.937954376,2
331,Houston,Equinix HO1,Equinix,1515 Aldine Meadows Road,77032,Houston,340000,0.123,63.1,1,0,1,2,-0.807466861,-0.682415087,-0.692770281,1
332,Houston,DataBank HOU3 - Westway Park III,DataBank,11003 Corporate Centre Dr,77041,Houston,369000,0.124,59.7,5,0,2,1,-0.791362414,-0.575152349,-0.937954376,2
333,Houston,Cogent Data Center - Houston,"Cogent Communications, Inc.",12061 North Frwy,77060,Houston,391000,0.135,56.7,7,2,3,0,-0.6142135,-0.493780616,-1.154293283,3
334,Houston,DataBank HOU2 - Westway Park II,DataBank,5170 Westway Park Blvd,77041,Houston,369000,0.124,59.7,5,0,2,1,-0.791362414,-0.575152349,-0.937954376,2
335,Houston,Serverfarm Houston Data Center HTX2,Serverfarm,28401 Betka Rd,77447,Hockley,311000,0.134,60.1,1,2,0,1,-0.630317946,-0.789677825,-0.909109188,1
336,Houston,Quasar Data Center,Quasar Data Center,1001 Texas Ave,77002,Houston,386000,0.121,53.5,10,0,2,0,-0.839675754,-0.512274192,-1.385054784,3
337,Houston,Iozera Houston,Iozera,11631 Roark Rd,77031,Houston,312000,0.124,53.6,1,0,0,0,-0.791362414,-0.78597911,-1.377843487,0.25
338,Houston,"FIBERTOWN - Houston, Texas",FIBERTOWN,12031 North Freeway,77067,Houston,385000,0.121,61.8,3,0,2,2,-0.839675754,-0.515972907,-0.786517141,1.75
339,Houston,Crown Castle Houston (TX1),CROWN CASTLE,801 Louisiana St,77002,Houston,386000,0.121,53.5,10,0,2,0,-0.839675754,-0.512274192,-1.385054784,3
340,Houston,Cogent Data Center - Houston 2,"Cogent Communications, Inc.",8902 Point Six Circle,77095,Houston,345000,0.128,57.7,1,1,1,0,-0.726944627,-0.663921511,-1.082180314,0.75
341,Houston,Data Foundry - Houston 1,Data Foundry,5555 San Felipe,77056,Houston,340000,0.121,58.9,1,0,1,1,-0.839675754,-0.682415087,-0.995644751,0.75
342,Houston,Dataprana La Marque,Dataprana,4995 Farm to Market Rd 1764,77568,La Marque,341000,0.126,68.9,1,0,1,4,-0.75915352,-0.678716372,-0.274515061,1.5
343,Houston,LOGIX Houston #2,LOGIX FIBER NETWORKS,811 Louisiana St,77002,Houston,386000,0.121,53.5,10,0,2,0,-0.839675754,-0.512274192,-1.385054784,3
344,Houston,Serverfarm Houston Data Center CTX2,Serverfarm,15555 Cutten Rd,77070,Houston,390000,0.126,62.7,1,0,3,2,-0.75915352,-0.497479331,-0.721615469,1.5
345,Houston,Comcast Willis,Comcast,606 Texas State Highway 75,77378,Willis,418000,0.128,63,1,1,4,2,-0.726944627,-0.393915308,-0.699981578,2
346,Houston,24 Hour Data Houston,24 Hour Data,723 Main St,77002,Houston,386000,0.121,53.5,10,0,2,0,-0.839675754,-0.512274192,-1.385054784,3
347,Houston,Verizon Houston,Verizon Communications Inc.,2401 Portsmouth St,77098,Houston,380000,0.134,70,1,2,2,4,-0.630317946,-0.534466482,-0.195190795,2.25
348,Houston,Lumen Houston 1,Lumen,12001 1-45 North,77003,Houston,349000,0.134,55.4,1,2,1,0,-0.630317946,-0.649126651,-1.248040143,1
349,Houston,ECL TerraSite-TX1,EdgeCloudLink (ECL),within,"east of Houston, Texas",77028,411000,0.133,65.9,1,1,4,3,-0.646422393,-0.419806314,-0.490853968,2.25
350,Houston,Energy Transfer Data Center,Energy Transfer,7210 Ardmore,77054,Houston,363000,0.13,61.3,1,1,1,1,-0.694735733,-0.597344639,-0.822573625,1
351,Houston,Lumen Houston 3,Lumen,2300 Lyons Avenue,77020,Houston,378000,0.133,49.1,2,1,2,0,-0.646422393,-0.541863912,-1.702351848,1.25
352,Houston,Crusoe Port of Victoria Campus,Crusoe Cloud,within,Port of Victoria,77905,411000,0.133,65.9,1,1,4,3,-0.646422393,-0.419806314,-0.490853968,2.25
353,Houston,Project Aggie,Priority Power,Midtown Dr & Corporate Pkwy,77845,College Station,358000,0.133,54.9,3,1,1,0,-0.646422393,-0.615838215,-1.284096627,1.25
354,Houston,LOGIX Houston #1,LOGIX FIBER NETWORKS,"1510 Primewest Parkway, Energy Corridor",77449,Katy,363000,0.125,60.8,3,0,1,1,-0.775257967,-0.597344639,-0.85863011,1.25
355,Houston,LOGIX Houston #3,LOGIX FIBER NETWORKS,4635 Southwest Freeway,77027,Houston,353000,0.126,59,2,0,1,1,-0.75915352,-0.63433179,-0.988433454,1
356,Houston,Hostrunway Houston,Hostrunway,10685-B Hazelhurst Dr. # 19283,77043,Houston,355000,0.14,68.5,1,2,1,4,-0.533691266,-0.62693436,-0.303360248,2
357,Houston,Serverfarm Houston Data Center CTX1,Serverfarm,within,Houston,77070,411000,0.133,65.9,1,1,4,3,-0.646422393,-0.419806314,-0.490853968,2.25
358,Houston,Serverfarm Houston Data Center HTX1,Serverfarm,within,North West of Houston,7747,411000,0.133,65.9,1,1,4,3,-0.646422393,-0.419806314,-0.490853968,2.25
359,Houston,IBM HOU00,IBM,835 Greens Parkway,77002,Houston,386000,0.121,53.5,10,0,2,0,-0.839675754,-0.512274192,-1.385054784,3
360,Houston,Evocative - INAP Houston,Evocative Data Centers,1301 Fannin St,77022,Houston,357000,0.127,51.5,1,0,1,0,-0.743049074,-0.61953693,-1.529280722,0.5
361,Houston,Project Aggie - Building 2,Priority Power,Midtown Dr & Corporate Pkwy,77845,College Station,358000,0.133,54.9,3,1,1,0,-0.646422393,-0.615838215,-1.284096627,1.25
362,Houston,IBM HOU04,IBM,315 Capitol St,77002,Houston,386000,0.121,53.5,10,0,2,0,-0.839675754,-0.512274192,-1.385054784,3
363,Houston,"Lumen, 3939 Corporate Dr",Lumen,5959 Coprporate Drive,77036,Houston,327000,0.134,64.9,1,2,0,3,-0.630317946,-0.730498383,-0.562966937,1.5
364,Houston,Project Aggie - Building 1,Priority Power,Midtown Dr & Corporate Pkwy,77845,College Station,358000,0.133,54.9,3,1,1,0,-0.646422393,-0.615838215,-1.284096627,1.25
365,Houston,IBM HOU01,IBM,390 Benmar Drive,77060,Houston,391000,0.135,56.7,7,2,3,0,-0.6142135,-0.493780616,-1.154293283,3
366,Houston,CyrusOne HOU3 - Houston,CyrusOne Data Centers,11003 Corporate Centre Dr,77041,Houston,369000,0.124,59.7,5,0,2,1,-0.791362414,-0.575152349,-0.937954376,2
367,Houston,CyrusOne HOU4 - Houston,CyrusOne Data Centers,5160 Westway Park Blvd,77041,Houston,369000,0.124,59.7,5,0,2,1,-0.791362414,-0.575152349,-0.937954376,2
368,Houston,"Lumen, 1124 Hardy Rd",Lumen,1124 Hardy Rd,77020,Houston,378000,0.133,49.1,2,1,2,0,-0.646422393,-0.541863912,-1.702351848,1.25
369,Houston,IBM HOU02,IBM,855 Greens Parkway,77067,Houston,385000,0.121,61.8,3,0,2,2,-0.839675754,-0.515972907,-0.786517141,1.75
370,Houston,Lumen Houston 2,Lumen,7060 Empire Central Dr,77040,Houston,375000,0.133,54,1,1,2,0,-0.646422393,-0.552960058,-1.348998299,1
371,Houston,NaviSite Houston,"NaviSite, Inc.",1301 Fannin Street,77002,Houston,386000,0.121,53.5,10,0,2,0,-0.839675754,-0.512274192,-1.385054784,3
372,Houston,TeleSource IDC,TeleSource Communications Inc.,1301 Fannin St,77002,Houston,386000,0.121,53.5,10,0,2,0,-0.839675754,-0.512274192,-1.385054784,3
373,Phoenix,2121 S. Price Road (PHX15),Digital Realty,2121 S. Price Road,85286,Chandler,416000,0.166,75.7,14,7,4,6,-0.11497565,-0.401312738,0.2158531286660473,7.75
374,Phoenix,120 East Van Buren St (PHX10),Digital Realty,120 East Van Buren Street,85004,Phoenix,395000,0.154,76,4,5,3,6,-0.308229011,-0.478985756,0.23748701937473868,4.5
375,Phoenix,Flexential Phoenix - Deer Valley Data Center,Flexential,1850 W. Deer Valley Rd,85027,Phoenix,440000,0.163,76.5,5,7,5,6,-0.16328899,-0.312543575,0.27354350388922466,5.75
376,Phoenix,Iron Mountain Data Centers AZS-1,Iron Mountain Data Centers,8521 E Princess Drive,85255,Scottsdale,472000,0.168,64.9,2,7,7,3,-0.082766756,-0.194184692,-0.562966937,4.75
377,Phoenix,H5 Data Centers Phoenix,H5 Data Centers,2600 W. Germann Rd.,85286,Chandler,416000,0.166,75.7,14,7,4,6,-0.11497565,-0.401312738,0.2158531286660473,7.75
378,Phoenix,CyrusOne Phoenix Campus,CyrusOne Data Centers,2335 South Ellis St,85286,Chandler,416000,0.166,75.7,14,7,4,6,-0.11497565,-0.401312738,0.2158531286660473,7.75
379,Phoenix,GDC - Phoenix PH1 Data Center,"NTT DATA, Inc.",10256 E Elliot Rd,85212,Mesa,473000,0.162,79.1,21,6,7,7,-0.179393437,-0.190485976,0.4610372233645513,10.25
380,Phoenix,US Signal Phoenix AZ01,"US Signal Company, LLC",1655 W Sunrise Blvd,85233,Gilbert,488000,0.157,71,1,6,8,5,-0.259915671,-0.13500525,-0.123077826,5
381,Phoenix,Iron Mountain Data Centers AZP-1,Iron Mountain Data Centers,615 North 48th Street,85008,Phoenix,485000,0.171,67.5,6,7,8,4,-0.034453416,-0.146101395,-0.375473217,6.25
382,Phoenix,PhoenixNAP East University,PhoenixNAP,3402 E University Dr,85034,Phoenix,475000,0.158,70,6,6,7,4,-0.243811224,-0.183088546,-0.195190795,5.75
383,Phoenix,Iron Mountain Data Centers AZP-2,Iron Mountain Data Centers,4802 East Van Buren Street,85008,Phoenix,485000,0.171,67.5,6,7,8,4,-0.034453416,-0.146101395,-0.375473217,6.25
384,Phoenix,Centersquare - Phoenix PHX3-A,Csquare,1301 W University Drive,85201,Mesa,455000,0.151,73.1,2,4,7,5,-0.356542351,-0.257062849,0.028359409190719654,4.5
385,Phoenix,Comarch Mesa,Comarch,3223 S Ellsworth Rd,85212,Mesa,473000,0.162,79.1,21,6,7,7,-0.179393437,-0.190485976,0.4610372233645513,10.25
386,Phoenix,Prime Phoenix Data Center Campus,Prime Data Centers,11753 W Lower Buckeye Rd,85353,Avondale,378000,0.175,67.1,2,8,2,4,0.029964371344238846,-0.541863912,-0.404318405,4
387,Phoenix,Prime Phoenix - Building 4,Prime Data Centers,11753 W. Lower Buckeye #4,85323,Avondale,408000,0.166,77,8,7,4,7,-0.11497565,-0.430902459,0.3095999884037106,6.5
388,Phoenix,Prime Phoenix - Building 1,Prime Data Centers,11753 W. Lower Buckeye #1,85323,Avondale,408000,0.166,77,8,7,4,7,-0.11497565,-0.430902459,0.3095999884037106,6.5
389,Phoenix,EdgeConneX Phoenix - EDCPHX01,EdgeConneX,3011 S. 52nd St,85282,Tempe,409000,0.147,69.5,2,4,4,4,-0.420960138,-0.427203744,-0.231247279,3.5
390,Phoenix,Prime Phoenix - Building 2,Prime Data Centers,11753 W. Lower Buckeye #2,85323,Avondale,408000,0.166,77,8,7,4,7,-0.11497565,-0.430902459,0.3095999884037106,6.5
391,Phoenix,Prime Phoenix - Building 3,Prime Data Centers,11753 W. Lower Buckeye #3,85323,Avondale,408000,0.166,77,8,7,4,7,-0.11497565,-0.430902459,0.3095999884037106,6.5
392,Phoenix,Prime Phoenix - Building 5,Prime Data Centers,11753 W. Lower Buckeye #5,85323,Avondale,408000,0.166,77,8,7,4,7,-0.11497565,-0.430902459,0.3095999884037106,6.5
393,Phoenix,CyrusOne PHX3 - Chandler,CyrusOne Data Centers,2305 South Ellis St.,85286,Chandler,416000,0.166,75.7,14,7,4,6,-0.11497565,-0.401312738,0.2158531286660473,7.75
394,Phoenix,LightEdge - Phoenix,LightEdge,120 East Van Buren,85004,Phoenix,395000,0.154,76,4,5,3,6,-0.308229011,-0.478985756,0.23748701937473868,4.5
395,Phoenix,Aligned PHX01,Aligned Data Centers,2500 West Union Hills,85027,Phoenix,440000,0.163,76.5,5,7,5,6,-0.16328899,-0.312543575,0.27354350388922466,5.75
396,Phoenix,CyrusOne PHX1 - Chandler,CyrusOne Data Centers,2335 South Ellis St.,85286,Chandler,416000,0.166,75.7,14,7,4,6,-0.11497565,-0.401312738,0.2158531286660473,7.75
397,Phoenix,LexisNexis Scottsdale,LexisNexis,8521 E Princess Dr,85255,Scottsdale,472000,0.168,64.9,2,7,7,3,-0.082766756,-0.194184692,-0.562966937,4.75
398,Phoenix,"Stream DC Phoenix I - VI , Goodyear Campus",Stream Data Centers,2950 S. Litchfield Road,85338,Goodyear,450000,0.154,76.9,19,5,6,6,-0.308229011,-0.275556424,0.3023886915008138,9
399,Phoenix,Centersquare - Phoenix PHX1-A,Csquare,615 N 48th St,85008,Phoenix,485000,0.171,67.5,6,7,8,4,-0.034453416,-0.146101395,-0.375473217,6.25
400,Phoenix,11:11 Systems Scottsdale,11:11 Systems,7499 E Paradise Ln,85260,Scottsdale,458000,0.153,69.9,1,4,7,4,-0.324333458,-0.245966703,-0.202402092,4
401,Phoenix,Evocative PHX1,Evocative Data Centers,2500 W Union Hills Drive,85048,Phoenix,430000,0.161,77.9,1,6,5,7,-0.195497883,-0.349530726,0.37450166052978573,4.75
402,Phoenix,CyrusOne PHX2 - Chandler,CyrusOne Data Centers,2305 South Ellis St.,85286,Chandler,416000,0.166,75.7,14,7,4,6,-0.11497565,-0.401312738,0.2158531286660473,7.75
403,Phoenix,CyrusOne PHX4 - Chandler,CyrusOne Data Centers,2495 South Ellis St.,85286,Chandler,416000,0.166,75.7,14,7,4,6,-0.11497565,-0.401312738,0.2158531286660473,7.75
404,Phoenix,CyrusOne PHX5 - Chandler,CyrusOne Data Centers,2405 South Ellis St.,85286,Chandler,416000,0.166,75.7,14,7,4,6,-0.11497565,-0.401312738,0.2158531286660473,7.75
405,Phoenix,CyrusOne PHX6 - Chandler,CyrusOne Data Centers,2605 South Ellis St.,85286,Chandler,416000,0.166,75.7,14,7,4,6,-0.11497565,-0.401312738,0.2158531286660473,7.75
406,Phoenix,EdgeCore Phoenix Campus,EdgeCore,3856 S Everton Terrace,85212,Mesa,473000,0.162,79.1,21,6,7,7,-0.179393437,-0.190485976,0.4610372233645513,10.25
407,Phoenix,Edged Phoenix,Edged Energy,8811 E Warner Rd,85296,Gilbert,403000,0.162,72.3,1,6,3,5,-0.179393437,-0.449396035,-0.029330966,3.75
408,Phoenix,DCX Goodyear,DCX,16422 W Commerce Dr,85338,Goodyear,450000,0.154,76.9,19,5,6,6,-0.308229011,-0.275556424,0.3023886915008138,9
409,Phoenix,CyrusOne PHX7 - Chandler,CyrusOne Data Centers,2705 South Ellis St.,85286,Chandler,416000,0.166,75.7,14,7,4,6,-0.11497565,-0.401312738,0.2158531286660473,7.75
410,Phoenix,Centersquare - Phoenix PHX2-A,Csquare,2055 E Technology Cir,85284,Tempe,493000,0.164,67.5,2,7,8,4,-0.147184543,-0.116511674,-0.375473217,5.25
411,Phoenix,Cogent Data Center - Phoenix,"Cogent Communications, Inc.",3410 E. University Drive,85034,Phoenix,475000,0.158,70,6,6,7,4,-0.243811224,-0.183088546,-0.195190795,5.75
412,Phoenix,DataBank PHX1 - Downtown Phoenix,DataBank,3110 N Central St,85012,Phoenix,493000,0.166,79.7,2,7,8,7,-0.11497565,-0.116511674,0.5043050047819351,6
413,Phoenix,Southwest Crossing Data Center Campus,"Ryan Companies US, Inc.",W Houser Rd,85131,Eloy,429000,0.16,68.6,5,6,5,4,-0.21160233,-0.353229442,-0.296148951,5
414,Phoenix,Cogent Data Center - Phoenix 2,"Cogent Communications, Inc.",1530 E Roeser Rd,85040,Phoenix,445000,0.149,71.7,1,4,6,5,-0.388751245,-0.29405,-0.072598747,4
415,Phoenix,Omnis Data Center,Omnis Network,1005 W Geneva Dr,85282,Tempe,409000,0.147,69.5,2,4,4,4,-0.420960138,-0.427203744,-0.231247279,3.5
416,Phoenix,Compass Goodyear Campus,Compass Datacenters,850 S Bullard Ave,85338,Goodyear,450000,0.154,76.9,19,5,6,6,-0.308229011,-0.275556424,0.3023886915008138,9
417,Phoenix,EdgeCore PH03,EdgeCore,3856 S Everton Terrace,85212,Mesa,473000,0.162,79.1,21,6,7,7,-0.179393437,-0.190485976,0.4610372233645513,10.25
418,Phoenix,EdgeCore PH01,EdgeCore,3856 S Everton Terrace,85212,Mesa,473000,0.162,79.1,21,6,7,7,-0.179393437,-0.190485976,0.4610372233645513,10.25
419,Phoenix,Novva Mesa,Novva,S Ellsworth Rd & E Warner Rd,85212,Mesa,473000,0.162,79.1,21,6,7,7,-0.179393437,-0.190485976,0.4610372233645513,10.25
420,Phoenix,EdgeCore PH02,EdgeCore,3856 S Everton Terrace,85212,Mesa,473000,0.162,79.1,21,6,7,7,-0.179393437,-0.190485976,0.4610372233645513,10.25
421,Phoenix,CyrusOne PHX8 - Chandler,CyrusOne Data Centers,2705 South Ellis St.,85286,Chandler,416000,0.166,75.7,14,7,4,6,-0.11497565,-0.401312738,0.2158531286660473,7.75
422,Phoenix,DataBank PHX2 - Phoenix Sky Harbor,DataBank,615 North 48th Street,85008,Phoenix,485000,0.171,67.5,6,7,8,4,-0.034453416,-0.146101395,-0.375473217,6.25
423,Phoenix,2500 W Frye Rd,Lincoln Property Company,2500 W Frye Rd,85224,Chandler,424000,0.159,81.2,1,6,5,7,-0.227706777,-0.371723017,0.6124744583253929,4.75
424,Phoenix,5CDC Phoenix - PHX01,5C Group Inc.,within,"Phoenix, Arizona",TBA,514000,0.163,79,1,7,8,7,-0.16328899,-0.038838657,0.4538259264616545,5.75
425,Phoenix,PhoenixNAP West University,PhoenixNAP,2353 W University Dr,85281,Tempe,474000,0.141,72.6,1,2,7,5,-0.517586819,-0.186787261,-0.007697075,3.75
426,Phoenix,ColoBarn Phoenix Data Center,ColoBarn,8905 S Beck Ave,85284,Tempe,493000,0.164,67.5,2,7,8,4,-0.147184543,-0.116511674,-0.375473217,5.25
427,Phoenix,QTS Phoenix-Van Buren,QTS Data Centers,120 East Van Buren Street,85004,Phoenix,395000,0.154,76,4,5,3,6,-0.308229011,-0.478985756,0.23748701937473868,4.5
428,Phoenix,EdgeCore PH04,EdgeCore,3856 S Everton Terrace,85212,Mesa,473000,0.162,79.1,21,6,7,7,-0.179393437,-0.190485976,0.4610372233645513,10.25
429,Phoenix,Buckeye Tech Corridor,Tract,W Yuma Rd & S Johnson Rd,85396,Buckeye,466000,0.152,71.3,1,4,7,5,-0.340437904,-0.216376982,-0.101443935,4.25
430,Phoenix,Microsoft Goodyear Airpark Campus,Microsoft,W Broadway Rd,85338,Goodyear,450000,0.154,76.9,19,5,6,6,-0.308229011,-0.275556424,0.3023886915008138,9
431,Phoenix,Microsoft Goodyear (PHX70),Microsoft,3785 N Citrus Rd,85395,Goodyear,467000,0.168,79.6,3,7,7,7,-0.082766756,-0.212678267,0.4970937078790372,6
432,Phoenix,PhoenixNAP East Elwood,PhoenixNAP,3221 E Elwood St,85034,Phoenix,475000,0.158,70,6,6,7,4,-0.243811224,-0.183088546,-0.195190795,5.75
433,Phoenix,EdgeCore PH05,EdgeCore,3856 S Everton Terrace,85212,Mesa,473000,0.162,79.1,21,6,7,7,-0.179393437,-0.190485976,0.4610372233645513,10.25
434,Phoenix,Microsoft Goodyear Campus,Microsoft,3785 N Citrus Rd,85395,Goodyear,467000,0.168,79.6,3,7,7,7,-0.082766756,-0.212678267,0.4970937078790372,6
435,Phoenix,Microsoft El Mirage Campus,Microsoft,12901 W Olive Ave,85335,El Mirage,456000,0.156,73.2,9,6,7,5,-0.276020117,-0.253364133,0.035570706,6.75
436,Phoenix,Microsoft GoodyearAirpark (PHX10),Microsoft,W Broadway Rd,85338,Goodyear,450000,0.154,76.9,19,5,6,6,-0.308229011,-0.275556424,0.3023886915008138,9
437,Phoenix,Expedient Phoenix,Expedient Data Centers,2475 W Townley Ave,85021,Phoenix,480000,0.163,67.9,1,7,7,4,-0.16328899,-0.164594971,-0.34662803,4.75
438,Phoenix,Iron Mountain Data Centers AZP-3,Iron Mountain Data Centers,1110 N 52nd St,85008,Phoenix,485000,0.171,67.5,6,7,8,4,-0.034453416,-0.146101395,-0.375473217,6.25
439,Phoenix,QTS Phoenix Campus,QTS Data Centers,1200 40th Street,85008,Phoenix,485000,0.171,67.5,6,7,8,4,-0.034453416,-0.146101395,-0.375473217,6.25
440,Phoenix,CGI Phoenix Data Center,CGI,within,15 km from downtown,85044,514000,0.163,79,1,7,8,7,-0.16328899,-0.038838657,0.4538259264616545,5.75
